rep,learning_rate,epochs,hidden_units,optimizer,loss_function,train_accuracy,train_precision,train_recall,train_f1_score,train_roc_auc_score,train_auc,train_confusion_matrix,test_accuracy,test_precision,test_recall,test_f1_score,test_roc_auc_score,test_auc,test_confusion_matrix
0,0.01,10000,"[200, 200, 200]",Adagrad,binary_crossentropy,0.7215302491103203,1.0,0.679136690647482,0.7509944311853619,1.0,-1,"[[678 180]
 [446 944]]",0.59,1.0,0.11627906976744186,0.19607843137254904,1.0,-1,"[[162   9]
 [114  15]]"
0,0.01,10000,"[200, 200, 200]",SGD,binary_crossentropy,0.6058718861209964,1.0,0.7479166666666667,0.4476309226932668,0.9999999999999999,-1,"[[1003  765]
 [ 121  359]]",0.84,1.0,0.07142857142857142,0.07692307692307691,1.0,-1,"[[250  22]
 [ 26   2]]"
0,0.01,10000,"[500, 500, 500]",Adam,binary_crossentropy,0.9755338078291815,1.0,0.9533502968617472,0.976118106817195,1.0,-1,"[[1069    0]
 [  55 1124]]",0.9,1.0,0.4166666666666667,0.5,1.0,-1,"[[255   9]
 [ 21  15]]"
0,0.01,10000,"[500, 500, 500]",Adagrad,binary_crossentropy,0.755338078291815,1.0,0.6854005167958657,0.7941616766467067,1.0,-1,"[[ 637   63]
 [ 487 1061]]",0.5333333333333333,1.0,0.1282051282051282,0.2222222222222222,1.0,-1,"[[140   4]
 [136  20]]"
0,0.01,10000,"[500, 500, 500]",SGD,binary_crossentropy,0.7393238434163701,1.0,0.7486136783733827,0.7343608340888487,1.0,-1,"[[852 314]
 [272 810]]",0.7,1.0,0.10714285714285714,0.16666666666666666,1.0,-1,"[[201  15]
 [ 75   9]]"
0,0.01,10000,"[1000, 1000, 1000]",Adam,binary_crossentropy,0.9822064056939501,1.0,0.9656357388316151,0.9825174825174825,1.0,-1,"[[1084    0]
 [  40 1124]]",0.9266666666666666,1.0,0.5294117647058824,0.6206896551724139,1.0,-1,"[[260   6]
 [ 16  18]]"
0,0.01,10000,"[1000, 1000, 1000]",Adagrad,binary_crossentropy,0.75,1.0,0.6713414634146342,0.796671490593343,1.0,-1,"[[ 585   23]
 [ 539 1101]]",0.5333333333333333,1.0,0.1419753086419753,0.2473118279569892,1.0,-1,"[[137   1]
 [139  23]]"
0,0.01,10000,"[1000, 1000, 1000]",SGD,binary_crossentropy,0.7473309608540926,1.0,0.7617702448210922,0.7401646843549863,1.0,-1,"[[871 315]
 [253 809]]",0.74,1.0,0.125,0.1875,1.0,-1,"[[213  15]
 [ 63   9]]"
0,0.01,50000,"[200, 200, 200]",Adam,binary_crossentropy,0.9817615658362989,1.0,0.9745836985100789,0.981898454746137,1.0,-1,"[[1095   12]
 [  29 1112]]",0.9233333333333333,1.0,0.5142857142857142,0.6101694915254237,1.0,-1,"[[259   6]
 [ 17  18]]"
0,0.01,50000,"[200, 200, 200]",Adagrad,binary_crossentropy,0.7620106761565836,1.0,0.7267128560431101,0.7791993396615765,0.9999999999999999,-1,"[[769 180]
 [355 944]]",0.6733333333333333,1.0,0.14423076923076922,0.23437499999999997,1.0,-1,"[[187   9]
 [ 89  15]]"
0,0.01,50000,"[200, 200, 200]",SGD,binary_crossentropy,0.6454626334519573,1.0,0.5857367593078133,0.7370504783899703,1.0,-1,"[[ 334    7]
 [ 790 1117]]",0.2866666666666667,1.0,0.09745762711864407,0.17692307692307693,1.0,-1,"[[ 63   1]
 [213  23]]"
